GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous	GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous	GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous	GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous	GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous	GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous	GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous	GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	GTEX.11DXX.2326.SM.5Q5A2_Adipose.Subcutaneous	GTEX.11DZ1.0226.SM.5A5KF_Adipose.Subcutaneous	GTEX.11EI6.0226.SM.5EQ64_Adipose.Subcutaneous	GTEX.11EM3.2326.SM.5H12B_Adipose.Subcutaneous	GTEX.11EMC.2826.SM.5PNY6_Adipose.Subcutaneous	GTEX.11EQ8.0226.SM.5EQ5G_Adipose.Subcutaneous	GTEX.11EQ9.2526.SM.5HL66_Adipose.Subcutaneous	GTEX.11GS4.2626.SM.5A5LD_Adipose.Subcutaneous	GTEX.11GSO.2326.SM.5A5LX_Adipose.Subcutaneous	GTEX.11H98.0226.SM.5NQ89_Adipose.Subcutaneous	GTEX.11I78.2626.SM.5Q5AI_Adipose.Subcutaneous	GTEX.11LCK.1126.SM.5A5KC_Adipose.Subcutaneous	GTEX.11O72.0226.SM.59869_Adipose.Subcutaneous	GTEX.11OF3.2426.SM.5Q5AS_Adipose.Subcutaneous	GTEX.11ONC.2526.SM.5986W_Adipose.Subcutaneous	GTEX.11P7K.2026.SM.5GU74_Adipose.Subcutaneous	GTEX.11P81.2426.SM.5GU65_Adipose.Subcutaneous	GTEX.11P82.1726.SM.5Q5AT_Adipose.Subcutaneous	GTEX.11PRG.0626.SM.5BC56_Adipose.Subcutaneous	
PRSS53	2.37	2.37	0.69	0.69	2.37	0.69	1.31	2.37	0.69	1.91	2.37	0.69	0.47	2.37	0.69	0.6	2.37	0.69	0.58	2.37	0.69	1.6	2.37	0.69	0	2.37	0.69	1.62	2.37
PRSS54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS8	1.18	1.18	0	0	1.18	0	0	1.18	0	0	1.18	0	0	1.18	0	0	1.18	0	0	1.18	0	0	1.18	0	0	1.18	0	0	1.18
PRTFDC1	2.16	2.16	1.34	1.34	2.16	1.34	3.03	2.16	1.34	1.93	2.16	1.34	0.78	2.16	1.34	0.84	2.16	1.34	0.81	2.16	1.34	3.5	2.16	1.34	1.51	2.16	1.34	2.86	2.16
PRTG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0	0	0	0	0.24	0
PRTN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRUNE	3.32	3.32	3.22	3.22	3.32	3.22	3.65	3.32	3.22	2.87	3.32	3.22	3.03	3.32	3.22	3.14	3.32	3.22	3.07	3.32	3.22	3.58	3.32	3.22	3.01	3.32	3.22	3.36	3.32
PRUNE2	5.19	5.19	3.4	3.4	5.19	3.4	6.1	5.19	3.4	4.46	5.19	3.4	3.63	5.19	3.4	2.65	5.19	3.4	2.5	5.19	3.4	5.32	5.19	3.4	3.43	5.19	3.4	6.62	5.19
PRX	1.78	1.78	0.65	0.65	1.78	0.65	1.27	1.78	0.65	0.17	1.78	0.65	0.49	1.78	0.65	0.63	1.78	0.65	0	1.78	0.65	1.25	1.78	0.65	1.61	1.78	0.65	2.01	1.78
PRY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSAP	6.97	6.97	6.85	6.85	6.97	6.85	6.46	6.97	6.85	8.41	6.97	6.85	6.33	6.97	6.85	6.43	6.97	6.85	6.71	6.97	6.85	7.08	6.97	6.85	6.48	6.97	6.85	6.25	6.97
PSAPL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSAT1	0	0	0.85	0.85	0	0.85	0	0	0.85	0.19	0	0.85	0	0	0.85	0.12	0	0.85	0	0	0.85	0	0	0.85	1	0	0.85	0	0
PSCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSD3	3.17	3.17	2.96	2.96	3.17	2.96	3.44	3.17	2.96	2.48	3.17	2.96	2.38	3.17	2.96	1.84	3.17	2.96	2.33	3.17	2.96	3.01	3.17	2.96	2.17	3.17	2.96	2.8	3.17
PSD4	2.54	2.54	2.65	2.65	2.54	2.65	1.8	2.54	2.65	4.1	2.54	2.65	1.33	2.54	2.65	1.5	2.54	2.65	1.53	2.54	2.65	2.68	2.54	2.65	1.04	2.54	2.65	1.55	2.54
PSEN1	4.43	4.43	3.4	3.4	4.43	3.4	3.44	4.43	3.4	3.61	4.43	3.4	3.46	4.43	3.4	3.66	4.43	3.4	3.56	4.43	3.4	3.4	4.43	3.4	3.75	4.43	3.4	2.99	4.43
PSEN2	2.43	2.43	2.02	2.02	2.43	2.02	1.33	2.43	2.02	2.56	2.43	2.02	1.96	2.43	2.02	2.28	2.43	2.02	2.18	2.43	2.02	1.66	2.43	2.02	1.63	2.43	2.02	1.98	2.43
PSENEN	1.43	1.43	2.25	2.25	1.43	2.25	1.99	1.43	2.25	2.54	1.43	2.25	1.48	1.43	2.25	1.76	1.43	2.25	1.88	1.43	2.25	2.38	1.43	2.25	1.87	1.43	2.25	1.84	1.43
PSG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSIP1	3.16	3.16	3.48	3.48	3.16	3.48	4.3	3.16	3.48	3.38	3.16	3.48	3.28	3.16	3.48	3.24	3.16	3.48	2.91	3.16	3.48	4.06	3.16	3.48	3.25	3.16	3.48	3.91	3.16
PSKH1	2.7	2.7	2.49	2.49	2.7	2.49	2.26	2.7	2.49	1.56	2.7	2.49	2.37	2.7	2.49	2.4	2.7	2.49	2.13	2.7	2.49	2.72	2.7	2.49	2.47	2.7	2.49	2.36	2.7
PSKH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMA1	5.38	5.38	5.55	5.55	5.38	5.55	5.5	5.38	5.55	5.54	5.38	5.55	5.32	5.38	5.55	5.55	5.38	5.55	5.62	5.38	5.55	5.47	5.38	5.55	5.15	5.38	5.55	5.18	5.38
PSMA2	4.87	4.87	4.98	4.98	4.87	4.98	4.89	4.87	4.98	4.88	4.87	4.98	4.88	4.87	4.98	5.05	4.87	4.98	5.15	4.87	4.98	5	4.87	4.98	4.76	4.87	4.98	4.75	4.87
PSMA3	4.4	4.4	4.82	4.82	4.4	4.82	4.69	4.4	4.82	4.63	4.4	4.82	4.65	4.4	4.82	4.71	4.4	4.82	4.84	4.4	4.82	4.78	4.4	4.82	4.33	4.4	4.82	4.61	4.4
PSMA4	5.14	5.14	5.47	5.47	5.14	5.47	5.37	5.14	5.47	5.57	5.14	5.47	5.02	5.14	5.47	5.22	5.14	5.47	5.44	5.14	5.47	5.44	5.14	5.47	4.81	5.14	5.47	5.18	5.14
PSMA5	4.15	4.15	4.31	4.31	4.15	4.31	4.06	4.15	4.31	4.37	4.15	4.31	3.87	4.15	4.31	4	4.15	4.31	4.09	4.15	4.31	4.05	4.15	4.31	3.85	4.15	4.31	3.8	4.15
PSMA6	6.02	6.02	6.23	6.23	6.02	6.23	5.79	6.02	6.23	6.27	6.02	6.23	6.16	6.02	6.23	6.33	6.02	6.23	6.28	6.02	6.23	6.02	6.02	6.23	6.11	6.02	6.23	5.72	6.02
PSMA7	6.21	6.21	6.36	6.36	6.21	6.36	5.79	6.21	6.36	6.13	6.21	6.36	5.93	6.21	6.36	6.16	6.21	6.36	6.3	6.21	6.36	5.61	6.21	6.36	6.75	6.21	6.36	5.79	6.21
PSMA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMB1	7.09	7.09	6.58	6.58	7.09	6.58	6.51	7.09	6.58	6.55	7.09	6.58	6.21	7.09	6.58	6.59	7.09	6.58	6.67	7.09	6.58	6.49	7.09	6.58	6.25	7.09	6.58	6.39	7.09
PSMB10	3.63	3.63	4.36	4.36	3.63	4.36	4.22	3.63	4.36	5.13	3.63	4.36	3.47	3.63	4.36	3.45	3.63	4.36	3.67	3.63	4.36	4.98	3.63	4.36	3.4	3.63	4.36	3.91	3.63
PSMB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMB2	3.98	3.98	4.51	4.51	3.98	4.51	4.31	3.98	4.51	4.4	3.98	4.51	4.16	3.98	4.51	4	3.98	4.51	4.22	3.98	4.51	4.34	3.98	4.51	4.16	3.98	4.51	4.35	3.98
PSMB3	3.87	3.87	4.14	4.14	3.87	4.14	3.75	3.87	4.14	3.98	3.87	4.14	3.44	3.87	4.14	3.29	3.87	4.14	3.71	3.87	4.14	3.55	3.87	4.14	3.43	3.87	4.14	3.66	3.87
PSMB4	5.65	5.65	5.4	5.4	5.65	5.4	5.36	5.65	5.4	5.37	5.65	5.4	5.08	5.65	5.4	5.13	5.65	5.4	5.15	5.65	5.4	5.26	5.65	5.4	5.23	5.65	5.4	5.19	5.65
PSMB5	4.15	4.15	4.89	4.89	4.15	4.89	4.26	4.15	4.89	4.57	4.15	4.89	4.22	4.15	4.89	4.37	4.15	4.89	4.4	4.15	4.89	4.55	4.15	4.89	4.51	4.15	4.89	4.33	4.15
PSMB6	3.74	3.74	4.63	4.63	3.74	4.63	4.38	3.74	4.63	4.23	3.74	4.63	4.14	3.74	4.63	4.06	3.74	4.63	4.31	3.74	4.63	4.14	3.74	4.63	4.31	3.74	4.63	4.35	3.74
PSMB7	5.37	5.37	5.28	5.28	5.37	5.28	5.15	5.37	5.28	5.09	5.37	5.28	4.9	5.37	5.28	5.06	5.37	5.28	5.01	5.37	5.28	4.95	5.37	5.28	5.02	5.37	5.28	4.95	5.37
PSMB8	3.43	3.43	3.71	3.71	3.43	3.71	3.86	3.43	3.71	3.76	3.43	3.71	3.18	3.43	3.71	3.18	3.43	3.71	3.01	3.43	3.71	4.3	3.43	3.71	2.8	3.43	3.71	3.63	3.43
PSMB9	0.77	0.77	1.86	1.86	0.77	1.86	2.16	0.77	1.86	2.24	0.77	1.86	1.08	0.77	1.86	1.05	0.77	1.86	0.87	0.77	1.86	2.77	0.77	1.86	0.53	0.77	1.86	2.04	0.77
PSMC1	3.45	3.45	3.26	3.26	3.45	3.26	3.2	3.45	3.26	3.17	3.45	3.26	3.24	3.45	3.26	3.39	3.45	3.26	3.39	3.45	3.26	3.25	3.45	3.26	3.28	3.45	3.26	3.18	3.45
PSMC2	4.79	4.79	4.94	4.94	4.79	4.94	4.78	4.79	4.94	5.07	4.79	4.94	4.83	4.79	4.94	4.82	4.79	4.94	4.84	4.79	4.94	4.81	4.79	4.94	4.43	4.79	4.94	4.69	4.79
PSMC3	3.56	3.56	3.84	3.84	3.56	3.84	3.74	3.56	3.84	3.51	3.56	3.84	3.42	3.56	3.84	3.66	3.56	3.84	3.55	3.56	3.84	3.6	3.56	3.84	3.43	3.56	3.84	3.48	3.56
PSMC3IP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMC4	3.24	3.24	3.84	3.84	3.24	3.84	3.36	3.24	3.84	3.77	3.24	3.84	3.4	3.24	3.84	3.37	3.24	3.84	3.56	3.24	3.84	3.21	3.24	3.84	3.05	3.24	3.84	3.4	3.24
PSMC5	3.52	3.52	4.17	4.17	3.52	4.17	3.85	3.52	4.17	3.47	3.52	4.17	3.86	3.52	4.17	3.86	3.52	4.17	3.8	3.52	4.17	3.57	3.52	4.17	3.73	3.52	4.17	3.46	3.52
PSMC6	3.49	3.49	3.58	3.58	3.49	3.58	3.64	3.49	3.58	3.63	3.49	3.58	3.49	3.49	3.58	3.61	3.49	3.58	3.78	3.49	3.58	3.36	3.49	3.58	3.4	3.49	3.58	3.33	3.49
PSMD1	3.63	3.63	4.46	4.46	3.63	4.46	4.05	3.63	4.46	4.15	3.63	4.46	4.18	3.63	4.46	4.27	3.63	4.46	4.45	3.63	4.46	4.1	3.63	4.46	4.03	3.63	4.46	4.11	3.63
PSMD10	2.85	2.85	3.02	3.02	2.85	3.02	3.48	2.85	3.02	3.05	2.85	3.02	2.95	2.85	3.02	2.91	2.85	3.02	2.98	2.85	3.02	3.41	2.85	3.02	3.08	2.85	3.02	3.12	2.85
PSMD11	4.48	4.48	4.19	4.19	4.48	4.19	3.98	4.48	4.19	4.15	4.48	4.19	4.3	4.48	4.19	4.45	4.48	4.19	4.26	4.48	4.19	3.82	4.48	4.19	3.83	4.48	4.19	4.06	4.48
PSMD12	2.83	2.83	2.69	2.69	2.83	2.69	2.32	2.83	2.69	2.41	2.83	2.69	2.57	2.83	2.69	2.93	2.83	2.69	2.73	2.83	2.69	2.33	2.83	2.69	2.5	2.83	2.69	2.25	2.83
PSMD13	3.24	3.24	3.42	3.42	3.24	3.42	3.27	3.24	3.42	3.27	3.24	3.42	3.15	3.24	3.42	3.23	3.24	3.42	3.23	3.24	3.42	3.17	3.24	3.42	3.03	3.24	3.42	3.2	3.24
PSMD14	3.08	3.08	3.9	3.9	3.08	3.9	3.27	3.08	3.9	3.99	3.08	3.9	3.82	3.08	3.9	3.71	3.08	3.9	4.16	3.08	3.9	3.2	3.08	3.9	3.57	3.08	3.9	3.51	3.08
PSMD2	5.87	5.87	6.02	6.02	5.87	6.02	5.47	5.87	6.02	5.68	5.87	6.02	5.8	5.87	6.02	5.71	5.87	6.02	5.82	5.87	6.02	5.66	5.87	6.02	5.73	5.87	6.02	5.52	5.87
PSMD3	5.33	5.33	5.25	5.25	5.33	5.25	4.72	5.33	5.25	5.04	5.33	5.25	4.83	5.33	5.25	4.68	5.33	5.25	4.83	5.33	5.25	4.86	5.33	5.25	4.94	5.33	5.25	4.87	5.33
PSMD4	3.54	3.54	3.74	3.74	3.54	3.74	3.59	3.54	3.74	3.39	3.54	3.74	3.45	3.54	3.74	3.58	3.54	3.74	3.51	3.54	3.74	3.63	3.54	3.74	3.64	3.54	3.74	3.36	3.54
PSMD5	4.37	4.37	4.35	4.35	4.37	4.35	4.46	4.37	4.35	4.05	4.37	4.35	4.19	4.37	4.35	4.4	4.37	4.35	3.83	4.37	4.35	4.22	4.37	4.35	4.43	4.37	4.35	4.05	4.37
PSMD5-AS1	3.58	3.58	1.57	1.57	3.58	1.57	3.22	3.58	1.57	2.89	3.58	1.57	2.52	3.58	1.57	3.85	3.58	1.57	0.72	3.58	1.57	3.15	3.58	1.57	3.83	3.58	1.57	2.68	3.58
PSMD6	3.33	3.33	3.43	3.43	3.33	3.43	3.31	3.33	3.43	3.25	3.33	3.43	3.41	3.33	3.43	3.31	3.33	3.43	3.48	3.33	3.43	3.11	3.33	3.43	3.4	3.33	3.43	3.25	3.33
PSMD6-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMD7	3.91	3.91	3.71	3.71	3.91	3.71	3.3	3.91	3.71	3.47	3.91	3.71	3.45	3.91	3.71	3.77	3.91	3.71	3.7	3.91	3.71	3.29	3.91	3.71	3.47	3.91	3.71	3.33	3.91
PSMD8	5.84	5.84	6.21	6.21	5.84	6.21	5.24	5.84	6.21	5.55	5.84	6.21	6.43	5.84	6.21	6.99	5.84	6.21	6.6	5.84	6.21	5.53	5.84	6.21	7.01	5.84	6.21	5.35	5.84
PSMD9	3.47	3.47	3.89	3.89	3.47	3.89	3.79	3.47	3.89	3.49	3.47	3.89	3.48	3.47	3.89	3.9	3.47	3.89	3.74	3.47	3.89	3.56	3.47	3.89	3.76	3.47	3.89	3.26	3.47
PSME1	5.54	5.54	5.84	5.84	5.54	5.84	6.53	5.54	5.84	6.06	5.54	5.84	5.33	5.54	5.84	5.24	5.54	5.84	5.43	5.54	5.84	6.34	5.54	5.84	5.29	5.54	5.84	6.02	5.54
PSME2	2.42	2.42	2.93	2.93	2.42	2.93	3.38	2.42	2.93	3.37	2.42	2.93	2.67	2.42	2.93	2.38	2.42	2.93	2.71	2.42	2.93	3.75	2.42	2.93	2.57	2.42	2.93	3.16	2.42
PSME3	2.61	2.61	3.02	3.02	2.61	3.02	2.57	2.61	3.02	2.43	2.61	3.02	2.85	2.61	3.02	2.81	2.61	3.02	2.92	2.61	3.02	2.53	2.61	3.02	2.76	2.61	3.02	2.48	2.61
PSME4	3.96	3.96	3.49	3.49	3.96	3.49	2.86	3.96	3.49	4.14	3.96	3.49	3.5	3.96	3.49	3.54	3.96	3.49	3.55	3.96	3.49	2.97	3.96	3.49	3.42	3.96	3.49	2.96	3.96
PSMF1	6.77	6.77	6.62	6.62	6.77	6.62	6.71	6.77	6.62	6.4	6.77	6.62	6.39	6.77	6.62	6.41	6.77	6.62	6.53	6.77	6.62	6.55	6.77	6.62	6.54	6.77	6.62	6.58	6.77
PSMG1	5.38	5.38	4.85	4.85	5.38	4.85	4.44	5.38	4.85	4.58	5.38	4.85	4.45	5.38	4.85	4.83	5.38	4.85	4.73	5.38	4.85	4.52	5.38	4.85	4.89	5.38	4.85	4.6	5.38
PSMG2	4.2	4.2	3.94	3.94	4.2	3.94	4.03	4.2	3.94	3.82	4.2	3.94	3.79	4.2	3.94	3.79	4.2	3.94	3.89	4.2	3.94	4.04	4.2	3.94	3.85	4.2	3.94	3.61	4.2
PSMG3	2.88	2.88	2.69	2.69	2.88	2.69	2.8	2.88	2.69	3.26	2.88	2.69	1.74	2.88	2.69	2.1	2.88	2.69	1.76	2.88	2.69	2.7	2.88	2.69	2.34	2.88	2.69	2.38	2.88
PSMG3-AS1	1.98	1.98	1.31	1.31	1.98	1.31	0.98	1.98	1.31	1.53	1.98	1.31	1.4	1.98	1.31	1.31	1.98	1.31	1.75	1.98	1.31	2.44	1.98	1.31	0.21	1.98	1.31	1.59	1.98
PSMG4	2.89	2.89	2.4	2.4	2.89	2.4	2.52	2.89	2.4	2.47	2.89	2.4	2.27	2.89	2.4	2.23	2.89	2.4	2.04	2.89	2.4	1.91	2.89	2.4	2.22	2.89	2.4	2.65	2.89
PSORS1C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSORS1C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSORS1C3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSPC1	2.75	2.75	3.01	3.01	2.75	3.01	2.9	2.75	3.01	2.71	2.75	3.01	2.67	2.75	3.01	2.71	2.75	3.01	2.59	2.75	3.01	2.56	2.75	3.01	2.96	2.75	3.01	3	2.75
PSPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSPN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSRC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSTK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSTPIP1	0	0	2.57	2.57	0	2.57	0.19	0	2.57	2.18	0	2.57	0.15	0	2.57	0	0	2.57	0.74	0	2.57	0.8	0	2.57	0	0	2.57	0	0
PSTPIP2	2.79	2.79	1.45	1.45	2.79	1.45	1.17	2.79	1.45	2.72	2.79	1.45	0.95	2.79	1.45	1.4	2.79	1.45	1.34	2.79	1.45	1.99	2.79	1.45	0.65	2.79	1.45	1.3	2.79
PTAFR	0	0	1.02	1.02	0	1.02	0	0	1.02	1.08	0	1.02	1.47	0	1.02	0	0	1.02	0.78	0	1.02	0.95	0	1.02	0	0	1.02	0	0
PTAR1	2.1	2.1	1.94	1.94	2.1	1.94	1.88	2.1	1.94	1.66	2.1	1.94	1.98	2.1	1.94	2.23	2.1	1.94	2.01	2.1	1.94	1.73	2.1	1.94	1.83	2.1	1.94	1.72	2.1
PTBP1	5.95	5.95	5.52	5.52	5.95	5.52	5.27	5.95	5.52	5.39	5.95	5.52	5.4	5.95	5.52	5.17	5.95	5.52	5.34	5.95	5.52	5.35	5.95	5.52	5.11	5.95	5.52	5.51	5.95
PTBP2	1.83	1.83	1.39	1.39	1.83	1.39	1.86	1.83	1.39	1.04	1.83	1.39	1.82	1.83	1.39	2.14	1.83	1.39	1.7	1.83	1.39	1.11	1.83	1.39	1.35	1.83	1.39	1.64	1.83
PTBP3	3.65	3.65	3.07	3.07	3.65	3.07	3.59	3.65	3.07	3.92	3.65	3.07	3.54	3.65	3.07	3.42	3.65	3.07	3.82	3.65	3.07	3.38	3.65	3.07	3.12	3.65	3.07	3.39	3.65
PTCD1	3	3	3.03	3.03	3	3.03	3.01	3	3.03	2.51	3	3.03	2.72	3	3.03	2.76	3	3.03	2.71	3	3.03	2.81	3	3.03	2.74	3	3.03	2.8	3
PTCD2	0	0	0.01	0.01	0	0.01	0.58	0	0.01	0	0	0.01	0	0	0.01	0	0	0.01	0	0	0.01	0	0	0.01	0.15	0	0.01	0	0
PTCD3	3.35	3.35	3.46	3.46	3.35	3.46	3.6	3.35	3.46	3.27	3.35	3.46	3.28	3.35	3.46	3.4	3.35	3.46	3.21	3.35	3.46	3.41	3.35	3.46	3.47	3.35	3.46	3.26	3.35
PTCH1	4.96	4.96	4.44	4.44	4.96	4.44	5.03	4.96	4.44	3.73	4.96	4.44	4.74	4.96	4.44	4.76	4.96	4.44	4.32	4.96	4.44	4.88	4.96	4.44	4.47	4.96	4.44	5.11	4.96
PTCH2	3.77	3.77	2.82	2.82	3.77	2.82	6.85	3.77	2.82	4.92	3.77	2.82	2.5	3.77	2.82	3.22	3.77	2.82	2.54	3.77	2.82	6.73	3.77	2.82	2.73	3.77	2.82	7.29	3.77
PTCHD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72	0
PTCHD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCHD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
PTCHD3P1	2.47	2.47	2.43	2.43	2.47	2.43	2.85	2.47	2.43	2.32	2.47	2.43	2.06	2.47	2.43	2.62	2.47	2.43	2.59	2.47	2.43	2.24	2.47	2.43	3.5	2.47	2.43	2.4	2.47
PTCHD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCSC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTDSS1	4.74	4.74	4.56	4.56	4.74	4.56	4.46	4.74	4.56	4.7	4.74	4.56	4.37	4.74	4.56	4.17	4.74	4.56	4.17	4.74	4.56	4.31	4.74	4.56	3.98	4.74	4.56	4.31	4.74
PTDSS2	4.73	4.73	4.6	4.6	4.73	4.6	3.99	4.73	4.6	4.06	4.73	4.6	4.07	4.73	4.6	4.24	4.73	4.6	4.19	4.73	4.6	4.37	4.73	4.6	4.36	4.73	4.6	4.05	4.73
PTEN	5.93	5.93	5.99	5.99	5.93	5.99	5.94	5.93	5.99	5.05	5.93	5.99	6.67	5.93	5.99	6.55	5.93	5.99	5.78	5.93	5.99	5.98	5.93	5.99	6.94	5.93	5.99	5.46	5.93
PTER	0.71	0.71	0.76	0.76	0.71	0.76	0.53	0.71	0.76	0.45	0.71	0.76	0.14	0.71	0.76	0.33	0.71	0.76	0	0.71	0.76	0.21	0.71	0.76	0.31	0.71	0.76	0	0.71
PTF1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGDR	0.22	0.22	1.05	1.05	0.22	1.05	3.25	0.22	1.05	1.34	0.22	1.05	0.75	0.22	1.05	0	0.22	1.05	0	0.22	1.05	1.68	0.22	1.05	0	0.22	1.05	1.57	0.22
PTGDR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGDS	3.75	3.75	3.81	3.81	3.75	3.81	4.43	3.75	3.81	4.6	3.75	3.81	2.34	3.75	3.81	2.02	3.75	3.81	1.27	3.75	3.81	6.83	3.75	3.81	3.69	3.75	3.81	6.11	3.75
PTGER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGER2	0.9	0.9	1.11	1.11	0.9	1.11	0.94	0.9	1.11	2.08	0.9	1.11	1.67	0.9	1.11	1.73	0.9	1.11	2.94	0.9	1.11	1.88	0.9	1.11	2.22	0.9	1.11	0.95	0.9
PTGER3	4.1	4.1	4.46	4.46	4.1	4.46	1.77	4.1	4.46	3.14	4.1	4.46	5.14	4.1	4.46	5.5	4.1	4.46	4.73	4.1	4.46	3.65	4.1	4.46	5.99	4.1	4.46	2.36	4.1
