GSM329408	GSM329409	GSM329410	GSM329411	GSM329414	GSM329417	GSM329419	GSM329421	GSM329425	GSM329427
NLE1	P	P	P	A	P	P	A	P	M	P
NLGN1	A	A	A	A	A	A	A	A	A	A
NLGN2	A	M	A	A	A	A	M	P	A	P
NLGN3	A	A	A	A	A	A	A	A	A	A
NLGN4X	P	A	A	A	A	A	A	A	A	A
NLGN4Y	A	A	A	A	A	A	A	A	A	A
NLK	P	P	P	P	P	P	P	P	P	P
NLN	P	P	P	P	P	P	P	P	P	P
NLRC3	P	P	P	P	P	P	P	P	P	P
NLRC4	A	A	A	M	P	P	P	P	A	P
NLRC5	P	P	M	P	P	P	P	P	P	P
NLRP1	A	P	P	A	P	P	P	P	P	P
NLRP10	A	P	P	A	A	A	A	A	A	A
NLRP11	P	A	P	A	A	A	A	A	A	A
NLRP12	A	A	A	P	P	A	A	A	A	A
NLRP13	A	A	A	A	A	A	A	A	A	A
NLRP14	A	A	A	A	A	A	A	A	A	A
NLRP2	A	M	P	A	A	A	A	A	A	A
NLRP3	A	P	A	P	A	P	P	P	P	P
NLRP4	A	A	P	A	A	A	A	A	A	A
NLRP5	P	A	A	A	A	A	A	A	A	A
NLRP6	A	A	A	A	A	A	A	A	A	A
NLRP7	A	A	P	A	A	P	A	A	A	A
NLRP8	A	A	A	A	A	A	A	A	A	A
NLRP9	A	A	A	A	P	A	A	A	A	A
NLRX1	A	A	A	A	P	P	P	A	P	A
NMB	A	P	P	A	P	P	A	A	P	A
NMBR	A	A	A	A	A	A	A	A	A	A
NMD3	P	P	P	P	P	P	P	P	P	P
NME1	P	P	P	P	P	P	P	P	P	P
NME1-NME2	P	P	P	P	P	P	P	P	P	P
NME3	A	P	A	A	P	P	A	P	P	P
NME4	P	P	P	P	P	P	P	P	P	P
NME5	A	P	A	P	A	A	A	A	A	A
NME6	P	M	P	A	P	P	P	P	P	P
NME7	P	P	A	A	P	P	A	P	P	A
NME8	A	A	A	P	A	A	P	A	A	A
NME9	A	A	A	A	M	A	P	A	A	A
NMI	P	P	P	P	P	P	P	P	P	P
NMNAT1	P	A	A	A	P	P	P	P	P	P
NMNAT2	A	A	A	A	A	A	A	A	A	A
NMNAT3	A	A	A	A	P	A	P	P	A	P
NMRAL1	P	P	P	P	P	P	P	P	P	P
NMRK1	P	P	P	P	P	P	P	P	P	P
NMRK2	A	A	A	A	A	A	A	A	A	A
NMT1	P	P	P	P	P	P	P	P	P	P
NMT2	P	P	P	A	P	P	P	P	P	P
NMU	A	A	A	P	A	A	P	A	A	A
NMUR1	A	A	A	A	A	A	A	A	A	A
NMUR2	A	A	A	A	A	A	A	P	A	A
NNAT	P	A	A	A	A	A	A	A	A	A
NNMT	A	A	A	A	A	A	A	A	A	A
NNT	P	P	P	P	P	P	P	P	P	P
NNT-AS1	P	P	P	A	P	P	P	P	P	P
NOA1	P	P	P	A	P	P	P	P	P	P
NOB1	P	P	P	P	P	P	P	P	P	P
NOBOX	A	A	P	A	A	A	M	A	A	A
NOC2L	P	P	A	A	P	P	A	P	P	A
NOC3L	P	P	P	P	P	P	P	P	P	P
NOC4L	P	P	P	P	P	P	P	P	P	P
NOD1	A	P	P	A	P	M	P	P	P	P
NOD2	M	P	A	A	P	P	P	P	P	P
NODAL	A	A	M	A	A	P	P	A	A	A
NOG	A	A	A	A	A	A	A	A	P	P
NOL10	P	P	P	P	P	P	P	P	P	P
NOL11	P	P	P	P	P	P	P	P	P	P
NOL12	P	P	P	P	P	P	P	P	P	P
NOL3	A	A	A	A	A	A	A	A	A	A
NOL4	A	P	A	A	P	A	A	A	P	P
NOL4L	P	P	P	P	P	P	P	P	P	P
NOL6	P	P	A	P	P	P	P	A	P	M
NOL7	P	P	P	P	P	P	P	P	P	P
NOL8	P	P	P	P	P	P	P	P	P	P
NOL9	P	P	P	P	P	P	P	P	P	P
NOLC1	P	P	P	P	P	P	P	P	P	P
NOM1	P	P	P	A	P	P	P	P	P	P
NOMO3	A	P	A	A	A	A	A	A	A	A
NONO	P	P	P	P	P	P	P	P	P	P
NOP10	P	P	P	P	P	P	P	P	P	P
NOP14	P	P	P	P	P	P	P	P	P	P
NOP14-AS1	A	A	A	A	A	A	A	A	A	A
NOP16	P	P	P	P	P	P	P	P	P	P
NOP2	P	P	P	P	P	P	P	P	P	P
NOP58	P	P	P	P	P	P	P	P	P	P
NOP9	P	P	P	A	P	P	P	P	P	P
NOS1	A	P	A	A	P	P	M	A	A	A
NOS1AP	M	A	A	A	P	A	A	P	A	A
NOS2	A	A	A	A	A	A	A	A	A	A
NOS3	A	A	A	A	A	A	A	A	A	A
NOSIP	P	P	P	P	P	P	P	P	P	P
NOSTRIN	A	A	A	A	A	A	A	A	A	A
NOTCH1	P	P	A	A	P	P	P	P	P	P
NOTCH2	P	P	P	P	P	P	P	P	P	P
NOTCH2NL	P	P	A	P	P	P	P	P	P	P
NOTCH3	A	A	A	A	A	A	A	A	A	A
NOTCH4	P	P	A	A	P	P	A	A	P	A
NOTUM	A	A	A	A	M	A	A	A	A	A
NOV	A	P	A	A	A	A	P	A	A	A
NOVA1	A	A	A	A	A	A	A	A	A	A
NOVA2	P	A	A	A	A	A	A	A	A	A
NOX1	A	A	A	A	A	A	A	A	A	A
NOX3	A	A	A	A	A	A	A	A	A	A
NOX4	A	A	A	A	A	A	P	A	A	A
NOX5	A	A	A	A	P	A	A	A	A	A
NOXA1	P	P	A	A	A	A	A	M	A	A
NOXO1	A	A	A	P	A	A	A	A	A	A
NOXRED1	A	A	M	A	A	A	P	A	A	A
NPAP1	A	A	A	A	A	A	A	A	A	A
NPAS1	A	A	A	A	A	A	A	A	A	A
NPAS2	A	A	A	A	P	A	P	A	A	A
NPAS3	A	A	A	A	P	A	A	A	A	P
NPAS4	A	A	A	A	A	A	A	A	A	A
NPAT	P	P	P	A	P	P	P	P	P	P
NPB	A	A	A	A	A	A	A	A	A	A
NPBWR1	A	A	A	A	A	A	A	A	A	A
NPBWR2	A	A	A	A	A	A	A	A	A	A
NPC1	P	P	A	A	P	P	P	P	P	P
NPC1L1	A	A	A	A	A	A	A	A	A	A
NPC2	P	P	P	P	P	P	P	P	P	P
NPCDR1	P	P	A	A	A	P	A	A	A	A
NPDC1	A	A	A	A	A	A	A	A	A	A
NPEPL1	P	P	A	P	P	P	P	P	P	P
NPEPPS	P	P	P	P	P	P	P	P	P	P
NPFF	A	A	A	A	A	P	A	M	P	A
NPFFR1	A	A	A	A	A	A	A	A	A	A
NPFFR2	A	A	A	A	A	A	A	A	A	A
NPHP1	A	A	A	A	P	A	A	A	P	A
NPHP3	P	P	A	A	P	P	P	P	P	P
NPHP3-AS1	A	A	P	A	A	A	A	A	A	A
NPHP4	P	A	A	P	P	A	A	P	P	P
NPHS1	A	A	A	A	A	A	A	A	A	A
NPHS2	A	A	A	A	A	A	A	A	A	A
NPIPA1	P	P	P	P	P	P	P	P	P	P
NPIPA5	A	A	A	A	A	A	A	A	A	A
NPIPB15	P	P	A	P	P	P	A	P	P	P
NPL	P	P	A	P	P	P	P	P	P	P
NPLOC4	P	P	P	A	P	P	P	P	P	P
NPM1	P	P	P	P	P	P	P	P	P	P
NPM1P22	P	P	P	A	A	P	P	P	P	P
NPM2	A	A	A	A	A	A	A	A	A	A
NPM3	P	P	P	A	P	P	P	P	P	P
NPNT	A	A	A	A	P	A	A	A	A	A
NPPA	A	A	A	A	A	A	A	A	A	A
NPPB	A	A	A	A	A	A	A	A	A	P
NPPC	A	A	A	A	A	A	A	A	A	A
NPR1	A	A	A	A	A	A	A	P	P	P
NPR2	A	P	M	A	P	P	P	P	P	P
NPR3	A	P	A	A	P	P	P	A	A	A
NPRL2	P	P	P	P	P	P	P	P	P	P
NPRL3	P	P	P	P	P	P	P	P	P	P
NPSA	A	A	A	A	A	A	A	A	A	A
NPSR1-AS1	A	A	A	A	P	A	A	A	A	A
NPTN	P	P	P	P	P	P	P	P	P	P
NPTN-IT1	P	P	A	A	P	P	P	P	P	P
NPTX1	A	A	A	M	P	A	A	A	A	A
NPTX2	A	A	A	A	A	A	A	P	P	P
NPTXR	A	A	A	A	A	A	A	A	A	A
NPVF	A	A	A	A	A	A	A	A	A	A
NPW	A	A	A	A	A	A	A	A	A	A
NPY	A	A	A	A	A	A	A	P	P	P
NPY1R	A	A	A	A	A	A	A	A	A	A
NPY2R	A	A	A	A	A	A	A	M	A	A
NPY5R	A	A	A	A	A	A	A	A	A	P
NPY6R	A	A	A	A	A	A	A	A	P	A
NQO1	P	P	P	A	P	P	A	P	P	P
NQO2	P	P	P	P	P	P	P	P	P	P
NR0B1	A	A	A	A	A	P	A	A	P	A
NR0B2	A	A	A	A	A	A	A	A	A	A
NR1D1	A	P	A	P	P	A	A	A	P	P
NR1D2	P	P	M	P	P	P	P	P	P	P
NR1H2	P	P	P	P	P	P	P	P	P	P
NR1H3	P	A	P	A	P	P	A	P	P	A
NR1H4	A	A	M	A	A	M	A	A	A	A
NR1I2	P	A	A	A	A	A	A	A	A	A
NR1I3	A	A	A	A	M	A	A	A	A	A
NR2C1	P	P	P	P	P	P	P	P	P	P
NR2C2	P	P	P	P	P	P	P	P	P	P
NR2C2AP	P	P	P	P	P	P	A	P	P	P
NR2E1	A	A	A	A	A	A	A	A	A	A
NR2E3	A	A	A	A	A	A	A	A	A	A
NR2F1	A	A	A	P	P	A	A	A	A	A
NR2F1-AS1	A	A	A	A	P	A	A	A	A	A
NR2F2	A	A	A	A	A	A	A	A	A	A
NR2F2-AS1	A	A	A	A	A	A	A	A	A	A
NR2F6	P	P	A	A	P	A	A	A	A	P
NR3C1	P	P	P	P	P	P	P	P	P	P
NR3C2	A	A	A	A	A	A	A	A	A	A
NR4A1	P	P	A	P	P	P	A	P	P	P
NR4A2	P	P	P	P	P	P	P	P	P	P
NR4A3	P	P	A	A	A	A	P	P	P	P
NR5A1	A	A	A	A	A	A	A	A	A	A
NR5A2	A	A	A	A	A	A	A	A	A	A
NR6A1	A	A	A	A	P	A	A	A	A	A
NRAP	A	A	A	A	A	A	A	A	A	A
NRARP	A	A	A	A	A	A	A	A	M	A
NRAS	P	P	P	P	P	P	P	P	P	P
NRBF2	P	P	P	P	P	P	P	P	P	P
NRBP1	P	P	A	P	P	P	P	P	P	P
NRCAM	A	A	A	A	P	A	A	A	A	A
NRD1	P	P	P	P	P	P	P	P	P	P
NRDE2	P	P	M	A	A	A	M	M	P	P
NREP	P	P	P	P	P	P	P	P	P	P
NRF1	P	P	P	P	P	P	P	P	P	P
NRG1	P	A	A	A	A	P	P	P	A	A
NRG1-IT1	A	A	A	A	A	A	A	A	A	A
NRG2	A	P	A	M	A	A	A	A	A	A
NRG3	A	P	A	A	A	A	A	A	A	A
NRG4	A	P	A	A	A	A	A	A	A	A
NRGN	A	P	A	P	P	P	P	P	A	A
NRIP1	P	P	P	P	P	P	P	P	P	P
NRIP2	A	A	A	A	A	A	A	A	A	A
NRIP3	A	P	A	A	A	A	P	P	P	A
NRK	A	A	A	A	A	A	A	A	A	A
NRL	A	A	A	A	A	A	A	A	P	A
NRM	P	P	P	P	P	P	P	P	P	P
NRN1	P	P	A	P	A	A	A	P	P	P
NRP1	A	A	A	A	A	A	A	A	P	A
NRP2	A	A	P	P	P	P	A	A	A	A
NRROS	P	P	A	A	M	P	P	P	P	P
NRSN1	A	A	A	A	A	A	A	A	A	A
NRSN2	A	A	A	A	A	A	A	A	A	A
NRTN	A	A	A	A	P	A	A	A	A	A
NRXN1	A	P	A	A	A	A	A	A	A	A
NRXN2	A	P	A	A	A	A	A	P	P	P
NRXN3	A	A	A	A	A	A	A	A	A	A
NS3BP	A	A	A	A	A	A	A	A	A	A
NSA2	P	P	P	P	P	P	P	P	P	P
NSAP11	A	A	A	A	A	A	A	A	A	A
NSD1	P	P	P	P	P	P	P	P	P	P
NSDHL	P	P	P	P	P	P	P	P	P	P
NSF	A	P	A	P	A	A	A	A	P	A
NSFL1C	P	P	P	P	P	P	P	P	P	P
NSG1	A	A	P	A	P	P	A	A	M	A
NSL1	P	P	P	P	P	P	P	P	P	P
NSMAF	P	P	P	P	P	P	P	P	P	P
NSMCE1	P	P	P	P	P	P	P	P	P	P
NSMCE2	P	P	P	P	P	P	P	P	P	P
NSMCE4A	P	P	P	P	P	P	P	P	P	P
NSMF	A	A	A	A	A	A	A	A	A	A
NSRP1	P	P	P	P	P	P	P	P	P	P
NSUN2	P	P	P	A	P	P	P	P	P	P
NSUN3	P	P	P	P	P	P	P	P	P	P
NSUN4	P	P	P	A	P	P	P	P	P	P
NSUN5	P	P	P	P	P	P	P	P	P	P
NSUN5P1	P	P	P	P	P	P	P	P	P	P
NSUN6	P	P	P	P	P	P	P	P	P	P
NSUN7	P	P	A	A	P	P	A	P	A	A
NT5C	P	P	P	P	P	P	A	P	P	P
NT5C1A	A	A	A	A	A	A	A	A	A	P
NT5C1B	A	A	A	P	A	A	M	P	A	A
NT5C1B-RDH14	P	P	P	A	P	P	P	P	P	P
NT5C2	P	P	P	P	P	P	P	P	P	P
NT5C3A	P	P	P	P	P	P	P	P	P	P
NT5C3B	P	P	P	A	P	P	P	P	P	P
NT5DC1	P	P	P	P	P	P	P	P	P	P
NT5DC2	P	P	P	A	P	P	A	P	P	P
NT5DC3	P	P	P	M	P	P	P	A	A	P
NT5DC4	A	A	M	A	P	A	M	P	A	P
NT5E	A	P	A	A	A	A	A	P	P	P
NT5M	A	M	P	A	A	P	A	A	A	A
NTAN1	P	P	P	P	P	P	P	P	P	P
NTF3	A	A	A	A	A	A	A	A	A	A
NTHL1	P	P	P	A	P	P	P	P	P	P
NTM	A	A	A	A	A	A	A	A	A	A
NTMT1	P	P	P	P	P	P	P	P	P	P
NTN1	A	A	A	A	A	A	A	P	A	A
NTN3	A	A	A	A	A	A	A	A	A	A
NTN4	A	A	A	A	A	A	A	A	A	A
NTN5	A	A	A	A	A	A	A	A	P	A
NTNG1	A	A	A	A	A	A	A	A	A	A
NTNG2	A	A	P	A	P	A	P	A	A	P
NTPCR	P	P	P	P	P	P	P	P	P	P
NTRK1	A	A	A	A	A	A	A	A	A	A
NTRK2	A	P	A	A	M	A	M	P	P	A
NTRK3	P	A	A	P	P	P	P	A	A	A
NTRK3-AS1	A	A	A	A	A	A	A	A	A	A
NTS	A	A	A	A	P	A	A	A	A	A
NTSR1	A	A	A	A	A	A	A	A	A	A
NTSR2	A	A	A	A	A	A	A	A	A	A
NUAK1	A	P	A	A	A	A	P	A	A	A
NUB1	P	P	P	P	P	P	P	P	P	P
NUBP1	P	P	P	P	P	P	P	P	P	P
NUBP2	P	P	P	M	P	P	A	P	P	P
NUBPL	P	P	A	A	P	P	M	P	P	A
NUCB1	P	P	P	P	P	P	P	P	P	P
NUCB2	P	P	P	P	P	P	P	P	P	P
NUCKS1	P	P	P	P	P	P	P	P	P	P
NUDC	P	P	P	P	P	P	P	P	P	P
NUDCD1	P	P	P	P	P	P	P	P	P	P
NUDCD2	P	P	P	P	P	P	P	P	P	P
NUDCD3	P	P	P	A	P	P	A	P	P	P
NUDT1	P	P	P	P	P	P	P	P	P	P
NUDT10	P	P	P	P	P	M	P	P	M	P
NUDT11	P	P	A	A	A	A	A	A	A	A
NUDT12	A	A	A	P	A	A	A	A	A	A
NUDT13	P	P	A	A	P	P	M	P	P	P
NUDT14	A	A	A	A	A	A	A	A	A	A
NUDT15	P	P	P	P	P	P	P	P	P	P
NUDT16	P	P	A	A	P	P	P	P	P	P
NUDT16L1	P	P	P	A	P	P	P	P	P	P
NUDT16P1	A	A	A	A	A	P	A	P	A	A
NUDT17	P	P	P	A	P	P	P	P	P	P
NUDT18	A	A	A	A	A	M	A	P	P	P
NUDT19	P	P	P	P	P	P	P	P	P	P
NUDT2	P	M	M	A	P	P	A	P	P	P
NUDT21	P	P	P	P	P	P	P	P	P	P
NUDT22	P	M	P	A	P	P	A	P	P	P
NUDT3	P	P	P	P	P	P	P	P	P	P
NUDT4	P	P	P	P	P	P	P	P	P	P
NUDT5	P	P	P	P	P	P	P	P	P	P
NUDT6	P	P	P	A	P	P	A	A	P	A
NUDT7	P	P	P	A	P	P	A	P	P	P
NUDT9	P	P	P	P	P	P	P	P	P	P
NUDT9P1	A	A	A	A	A	A	A	A	A	A
NUF2	P	P	P	P	P	P	P	P	P	P
NUFIP1	P	P	P	P	P	P	P	P	P	P
NUFIP2	P	P	P	P	P	P	P	P	P	P
NUMA1	P	P	P	P	P	P	P	P	P	P
NUMB	P	A	A	A	A	A	P	P	P	A
NUMBL	P	P	P	P	P	P	P	P	P	P
NUP107	P	P	P	P	P	P	P	P	P	P
NUP133	P	P	P	P	P	P	P	P	P	P
NUP153	P	P	P	P	P	P	P	P	P	P
NUP155	P	P	P	A	P	P	P	P	P	A
NUP160	P	P	P	P	P	P	P	P	P	P
NUP188	P	P	P	A	P	P	A	A	P	P
NUP205	P	P	P	A	P	P	P	P	P	P
NUP210	P	P	P	P	P	P	P	P	P	P
NUP210L	A	A	A	A	A	A	A	A	A	A
NUP210P1	A	A	A	A	A	A	P	A	A	A
NUP214	P	P	P	P	P	P	P	P	P	P
NUP35	P	P	P	A	P	P	P	P	P	P
NUP37	P	P	P	P	P	P	P	P	P	P
NUP43	P	P	P	P	P	P	P	P	P	P
NUP50	P	P	P	P	P	P	P	P	P	P
NUP50-AS1	A	A	A	A	A	P	A	A	A	A
NUP54	P	P	P	P	P	P	P	P	P	P
NUP62	P	P	P	A	P	P	P	P	P	P
NUP62CL	P	P	A	A	P	P	A	A	A	A
NUP85	P	P	P	P	P	P	P	P	P	P
NUP88	P	P	P	P	P	P	P	P	P	P
NUP93	P	P	P	P	P	P	P	P	P	P
NUP98	P	P	P	P	P	P	P	P	P	P
NUPL1	P	P	P	P	P	P	P	P	P	P
NUPL2	P	P	P	A	P	P	P	P	P	P
NUPR1	A	A	A	A	A	A	A	A	A	A
NUS1	P	P	P	P	P	P	P	P	P	P
NUS1P3	A	P	P	A	P	P	A	A	A	A
NUSAP1	P	P	P	P	P	P	P	P	P	P
NUTF2	P	P	P	P	P	P	P	P	P	P
NUTM1	A	A	A	A	A	A	A	A	A	A
NUTM2A	A	A	A	A	A	A	A	A	A	A
NUTM2A-AS1	A	M	A	A	P	P	A	P	P	A
NUTM2B	A	A	A	A	A	A	A	A	A	A
NUTM2F	A	A	A	A	A	A	A	A	A	A
NVL	P	P	A	A	P	P	A	M	P	P
NWD2	A	A	A	A	A	A	A	A	A	A
NXF1	P	P	P	P	P	P	P	P	P	P
NXF2	A	A	A	A	A	A	A	M	A	A
NXF3	A	A	A	A	A	A	P	A	A	A
NXF5	A	A	A	A	A	A	A	A	A	A
NXN	P	P	A	A	P	P	P	A	P	P
NXNL1	A	A	A	A	A	A	A	A	A	A
NXNL2	A	A	A	A	A	A	A	A	M	A
NXPE1	P	A	P	M	A	P	P	A	P	A
NXPE3	P	P	P	A	P	P	P	P	P	P
NXPE4	A	A	A	A	A	A	A	A	A	A
NXPH1	A	A	A	A	A	A	A	A	A	A
NXPH2	M	A	A	A	A	A	A	A	A	A
NXPH3	A	A	A	A	A	A	A	A	A	A
NXPH4	A	A	M	A	A	P	P	A	A	A
NXT1	P	P	P	P	P	P	P	P	P	P
NXT2	P	P	P	P	P	P	P	P	P	P
NYAP1	A	A	A	A	A	A	A	A	A	A
NYAP2	A	A	A	A	A	A	A	A	A	A
NYNRIN	P	P	A	A	A	A	A	A	P	A
NYX	A	A	A	A	A	A	A	M	A	A
OAF	A	A	A	A	A	P	A	A	A	A
OARD1	P	P	P	P	P	P	P	P	P	P
OAS1	P	P	P	P	P	P	P	P	P	P
OAS2	P	P	P	P	P	P	P	P	P	P
OAS3	A	P	P	A	P	P	P	P	P	P
OASL	A	P	A	P	P	P	P	A	A	A
OAT	P	P	P	P	P	P	P	P	P	P
OAZ1	P	P	P	P	P	P	P	P	P	P
OAZ2	P	P	M	P	P	P	P	P	P	P
OAZ3	A	A	A	A	P	A	A	A	A	A
OBFC1	P	P	P	P	P	P	P	P	P	P
OBP2A	A	A	A	A	A	A	A	A	A	A
OBP2B	A	A	A	A	A	A	A	A	A	A
OBSCN	A	P	A	P	A	A	A	A	P	P
OBSL1	A	A	A	A	P	A	P	A	A	A
OCA2	P	P	A	A	A	A	A	A	P	A
OCEL1	P	P	P	P	P	P	P	P	P	P
OCIAD1	P	P	P	P	P	P	P	P	P	P
OCIAD2	P	P	P	P	P	P	P	P	P	P
OCLM	A	A	A	A	A	A	A	A	P	A
OCLN	P	P	P	A	P	P	P	P	P	P
OCM2	A	A	A	A	A	A	A	A	A	A
OCR1	A	A	A	A	A	A	A	A	A	A
OCRL	P	P	A	A	P	A	P	A	P	P
ODAM	A	P	A	A	A	A	A	A	A	A
ODC1	P	P	P	P	P	P	P	P	P	P
ODF1	A	A	P	P	A	A	A	A	P	A
ODF2	P	P	P	A	P	P	A	P	P	P
ODF2L	P	P	P	A	P	P	P	P	P	P
ODF3	A	A	A	A	A	A	A	A	A	A
ODF3B	P	P	A	P	P	P	P	P	A	P
ODF3L1	A	A	A	A	A	A	A	A	A	A
ODF3L2	A	A	A	A	A	A	A	A	A	A
ODF4	A	A	A	A	A	A	A	A	A	A
OFCC1	P	P	P	A	A	A	A	A	P	P
OFD1	P	P	P	P	P	P	P	P	P	P
OGDH	M	A	P	A	P	P	P	A	P	P
OGDHL	A	A	A	A	A	A	A	A	A	A
OGFOD1	P	P	P	P	P	P	P	P	P	P
OGFOD2	P	P	P	P	P	P	P	P	P	P
OGFOD3	P	P	P	P	P	P	P	P	P	P
OGFR	P	P	P	P	P	P	P	P	P	P
OGFRL1	P	P	P	P	P	P	P	P	P	P
OGFRP1	A	A	A	A	A	A	A	A	A	A
OGG1	P	P	P	M	P	P	P	P	P	P
OGN	A	A	A	A	A	A	A	A	P	A
OGT	P	P	P	P	P	P	P	P	P	P
OIP5	P	P	P	P	P	P	P	P	P	P
OIP5-AS1	P	P	P	P	P	P	P	P	P	P
OIT3	A	A	A	A	A	A	A	A	A	A
OK/SW-CL.36	A	A	A	A	A	A	A	A	A	A
OK/SW-CL.58	A	A	A	A	A	A	A	A	A	A
OLA1	P	P	P	P	P	P	P	P	P	P
OLAH	A	A	M	A	A	A	P	A	A	A
OLFM1	A	A	A	A	A	A	A	A	A	A
OLFM2	A	A	A	A	A	A	A	P	A	A
OLFM3	A	A	A	A	A	A	A	A	A	A
OLFM4	A	P	P	P	P	A	P	P	A	P
OLFML1	A	A	A	A	A	A	A	A	A	A
OLFML2A	A	A	A	A	A	A	A	P	A	A
OLFML2B	A	A	A	A	A	A	A	A	A	A
OLFML3	A	A	A	A	A	A	A	A	A	A
OLIG1	A	P	A	A	P	P	P	P	P	P
OLIG2	A	A	A	A	P	A	A	A	P	A
OLIG3	A	A	A	A	A	A	A	A	A	P
OLR1	P	P	A	A	P	A	P	P	A	A
OMA1	P	P	P	M	P	P	P	P	P	P
OMD	A	A	A	A	A	A	A	A	A	A
OMP	A	A	A	A	A	A	A	A	A	A
ONECUT1	P	A	A	P	A	A	A	M	A	A
ONECUT2	A	A	A	A	A	A	A	A	A	A
ONECUT3	A	A	A	A	A	A	A	A	A	A
OOEP	A	A	A	A	A	A	A	P	A	A
OOSP2	A	A	A	A	A	A	A	A	A	A
OPA1	P	P	P	P	P	P	P	P	P	P
OPA3	P	P	P	A	P	P	A	P	P	P
OPALIN	A	A	A	A	A	A	A	A	A	A
OPCML	A	A	A	A	A	A	A	A	A	A
OPHN1	P	P	P	P	P	P	P	P	P	P
OPLAH	P	P	A	A	P	A	P	A	A	A
OPN1SW	A	A	A	A	A	A	A	A	A	A
OPN3	P	P	P	P	P	P	P	P	P	P
OPN4	A	A	A	A	A	A	A	A	A	A
OPN5	A	P	A	A	P	P	A	P	P	P
OPRD1	A	A	A	A	A	A	A	A	A	A
OPRK1	A	A	A	A	A	A	A	A	P	A
OPRL1	A	A	A	A	A	A	A	A	A	A
OPRM1	A	A	A	A	A	A	A	A	A	A
OPTC	P	A	A	A	A	P	A	A	A	A
OPTN	P	P	A	P	P	P	P	P	P	P
OR10A3	A	A	A	A	A	A	A	A	A	A
OR10A4	A	A	A	A	A	A	A	A	A	A
OR10A5	A	A	A	A	A	A	A	A	A	A
OR10C1	A	A	A	A	A	A	A	A	A	A
OR10D1P	A	A	A	A	A	A	A	A	A	A
OR10D3	A	A	A	A	P	A	A	A	A	A
OR10H1	A	A	A	A	A	A	A	A	A	A
OR10H2	A	A	A	A	A	A	A	A	A	A
OR10H3	A	A	A	A	A	A	A	A	A	A
OR10J1	A	A	A	A	A	A	A	A	A	A
OR11A1	A	A	A	A	A	A	A	A	A	A
OR12D2	A	P	A	A	P	A	A	P	P	A
OR12D3	A	A	A	A	A	A	A	A	A	A
OR13C4	A	A	A	A	A	A	A	A	A	A
OR14J1	A	A	P	A	P	A	A	P	M	P
OR1A1	A	A	A	A	A	A	A	A	A	A
OR1A2	A	A	A	A	A	A	A	A	A	A
OR1C1	A	A	A	A	A	A	A	A	A	A
OR1D2	A	A	A	P	A	A	A	A	A	A
OR1D5	A	A	A	A	A	A	A	A	A	A
OR1E1	A	A	A	A	P	A	A	A	A	A
OR1E3	A	A	A	A	A	A	A	A	A	A
OR1F1	A	A	A	A	A	A	A	A	A	A
OR1F2P	A	A	A	A	A	A	A	A	A	A
OR1G1	A	A	A	A	A	A	A	A	A	A
OR1I1	A	P	A	A	A	A	P	P	P	A
OR1J2	A	A	A	A	A	A	A	A	A	A
OR1J4	A	A	A	P	A	A	A	P	A	A
OR1Q1	A	A	A	A	A	A	A	A	A	A
OR2A20P	A	P	P	A	A	A	A	P	A	A
OR2A4	A	A	A	A	A	A	A	A	A	A
OR2AD1P	A	A	A	A	A	A	A	A	P	A
OR2B2	A	A	A	A	A	A	A	A	A	A
OR2B3	A	A	A	A	A	A	A	A	A	A
OR2B4P	A	A	P	A	A	A	A	A	P	A
OR2B6	A	A	A	A	A	A	A	M	A	A
OR2C1	A	A	P	A	A	A	A	P	A	A
OR2C3	A	A	A	A	A	A	A	A	A	A
OR2F1	A	A	A	A	A	A	A	A	A	A
OR2F2	A	A	A	A	A	A	A	A	A	A
OR2H1	P	A	A	A	A	A	A	P	P	A
OR2H2	M	A	A	A	A	A	A	A	A	A
OR2H4P	A	A	A	A	P	A	A	A	P	A
OR2I1P	A	A	P	A	A	A	A	A	A	A
OR2J2	A	P	A	A	A	A	A	A	A	A
OR2J3	A	A	A	A	A	A	A	A	A	A
OR2K2	A	A	A	A	A	A	A	A	A	A
OR2L13	A	A	A	A	A	A	A	A	A	A
OR2L1P	A	A	A	A	A	A	A	A	A	A
OR2L2	A	A	A	A	A	A	A	A	A	A
OR2M4	A	A	A	A	A	A	A	A	A	A
OR2N1P	A	A	A	A	A	A	A	A	A	A
OR2S2	A	A	A	A	P	A	A	A	A	A
OR2W1	A	A	A	A	A	A	A	A	A	A
OR3A1	A	A	A	A	A	A	A	A	A	A
OR3A2	A	A	A	P	P	A	A	A	A	A
OR3A3	A	P	A	A	A	A	A	A	A	A
OR4A1P	A	M	P	A	A	A	A	A	A	A
OR4C1P	A	A	A	A	A	A	A	A	A	A
OR4D1	A	A	A	A	A	A	A	A	A	A
OR4D2	A	A	A	P	A	A	A	A	A	A
OR4F16	A	P	A	A	A	A	P	A	A	A
OR51A10P	A	A	A	A	A	A	A	A	A	A
OR51A1P	A	A	A	A	A	A	A	M	A	A
OR51B2	P	A	A	A	M	A	P	P	P	P
OR51B4	A	A	A	A	A	A	A	A	A	A
OR51B5	A	A	P	A	A	A	A	A	A	A
OR51B6	A	A	A	A	A	A	A	A	A	A
OR51E1	A	A	P	A	A	A	A	A	A	A
OR51E2	A	A	A	A	A	A	A	A	A	A
OR51I1	A	A	A	A	A	A	A	A	A	A
