GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous	GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous	GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous	GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous	GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous	GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous	GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous	GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous
RBM10	3.02	3.02	3.06	3.06	3.02	3.06	3.27	3.02	3.06	2.83
RBM11	0	0	0	0	0	0	0	0	0	0
RBM12	3.2	3.2	3.23	3.23	3.2	3.23	3.27	3.2	3.23	3.05
RBM12B	0.32	0.32	0.72	0.72	0.32	0.72	0.92	0.32	0.72	0.48
RBM14	3.36	3.36	3.66	3.66	3.36	3.66	4.02	3.36	3.66	3.32
RBM15	0.4	0.4	0.22	0.22	0.4	0.22	0.28	0.4	0.22	0.33
RBM15B	4.21	4.21	4.18	4.18	4.21	4.18	3.91	4.21	4.18	3.65
RBM17	3.19	3.19	3.28	3.28	3.19	3.28	3.18	3.19	3.28	3.04
RBM18	0.83	0.83	1.42	1.42	0.83	1.42	1.89	0.83	1.42	1.02
RBM19	3.28	3.28	3.86	3.86	3.28	3.86	3.33	3.28	3.86	3.26
RBM20	0	0	0	0	0	0	0.41	0	0	0
RBM22	1.47	1.47	1.29	1.29	1.47	1.29	1.81	1.47	1.29	1.44
RBM23	3.6	3.6	3.95	3.95	3.6	3.95	4.22	3.6	3.95	3.84
RBM24	0	0	0	0	0	0	0.26	0	0	0
RBM25	6.26	6.26	5.82	5.82	6.26	5.82	5.96	6.26	5.82	5.99
RBM26	4.62	4.62	4.71	4.71	4.62	4.71	4.84	4.62	4.71	4.64
RBM26-AS1	0	0	0	0	0	0	0	0	0	0
RBM27	2.35	2.35	2.54	2.54	2.35	2.54	2.88	2.35	2.54	2.17
RBM28	3.45	3.45	3.01	3.01	3.45	3.01	3.03	3.45	3.01	2.91
RBM3	8.09	8.09	7.1	7.1	8.09	7.1	7.64	8.09	7.1	7.6
RBM33	4.83	4.83	4.94	4.94	4.83	4.94	4.81	4.83	4.94	4.66
RBM34	0	0	0	0	0	0	0	0	0	0
RBM38	1.91	1.91	2.03	2.03	1.91	2.03	1.82	1.91	2.03	2.58
RBM39	5.93	5.93	6.12	6.12	5.93	6.12	6.29	5.93	6.12	5.89
RBM4	2.62	2.62	3.19	3.19	2.62	3.19	3.08	2.62	3.19	2.75
RBM41	0.36	0.36	0.86	0.86	0.36	0.86	1.35	0.36	0.86	0.74
RBM42	4.12	4.12	4.25	4.25	4.12	4.25	4.03	4.12	4.25	4.02
RBM43	1.01	1.01	0.13	0.13	1.01	0.13	1.24	1.01	0.13	0.4
RBM44	0.08	0.08	0	0	0.08	0	0	0.08	0	0
RBM45	0.3	0.3	0.68	0.68	0.3	0.68	0.63	0.3	0.68	0.42
RBM46	0	0	0	0	0	0	0	0	0	0
RBM47	0	0	1.82	1.82	0	1.82	0	0	1.82	1.8
RBM48	1.52	1.52	2.02	2.02	1.52	2.02	2.14	1.52	2.02	1.35
RBM4B	0	0	0.06	0.06	0	0.06	0.96	0	0.06	0.35
RBM5	8.51	8.51	8.1	8.1	8.51	8.1	8.63	8.51	8.1	8.4
RBM6	6.76	6.76	6.86	6.86	6.76	6.86	7.29	6.76	6.86	6.92
RBM7	5.33	5.33	5.6	5.6	5.33	5.6	5.58	5.33	5.6	5.07
RBM8A	2.98	2.98	3.03	3.03	2.98	3.03	3.03	2.98	3.03	2.69
RBMS1	5.88	5.88	5.77	5.77	5.88	5.77	6.08	5.88	5.77	6.11
RBMS2	3.27	3.27	2.49	2.49	3.27	2.49	2.84	3.27	2.49	2.25
RBMS3	5.22	5.22	5.25	5.25	5.22	5.25	5.86	5.22	5.25	4.64
RBMS3-AS1	0	0	0	0	0	0	0	0	0	0
RBMS3-AS2	0	0	0	0	0	0	0	0	0	0
RBMS3-AS3	0	0	0	0	0	0	0	0	0	0
RBMX	6.09	6.09	6.4	6.4	6.09	6.4	6.95	6.09	6.4	6.24
RBMX2	3.35	3.35	3.13	3.13	3.35	3.13	3.58	3.35	3.13	2.99
RBMXL1	3.15	3.15	3.29	3.29	3.15	3.29	3.51	3.15	3.29	2.98
RBMXL2	0	0	0	0	0	0	0	0	0	0
RBMXL3	0	0	0	0	0	0	0	0	0	0
RBMY1A1	0	0	0	0	0	0	0	0	0	0
RBMY1B	0	0	0	0	0	0	0	0	0	0
RBMY1D	0	0	0	0	0	0	0	0	0	0
RBMY1E	0	0	0	0	0	0	0	0	0	0
RBMY1F	0	0	0	0	0	0	0	0	0	0
RBMY1J	0	0	0	0	0	0	0	0	0	0
RBP1	0.29	0.29	0.1	0.1	0.29	0.1	0	0.29	0.1	1.98
RBP2	0	0	0	0	0	0	0	0	0	0
RBP3	0	0	0	0	0	0	0	0	0	0
RBP4	5.08	5.08	7.21	7.21	5.08	7.21	3.22	5.08	7.21	6.34
RBP5	0.71	0.71	0.45	0.45	0.71	0.45	2.29	0.71	0.45	1.78
RBP7	2.61	2.61	1.02	1.02	2.61	1.02	1.86	2.61	1.02	2.02
RBPJ	9.23	9.23	8.99	8.99	9.23	8.99	8.67	9.23	8.99	8.92
RBPJL	0	0	0	0	0	0	0	0	0	0
RBPMS	5.61	5.61	4.99	4.99	5.61	4.99	5.38	5.61	4.99	4.58
RBPMS2	0.93	0.93	2.47	2.47	0.93	2.47	3.19	0.93	2.47	1.53
RBPMS-AS1	0	0	0	0	0	0	0	0	0	0
RBX1	1.48	1.48	1.91	1.91	1.48	1.91	1.88	1.48	1.91	2.02
RC3H1	3.78	3.78	3.2	3.2	3.78	3.2	3.63	3.78	3.2	3.62
RC3H1-IT1	0	0	0	0	0	0	0	0	0	0
RC3H2	4.58	4.58	3.72	3.72	4.58	3.72	3.81	4.58	3.72	3.74
RCAN1	2.95	2.95	2.88	2.88	2.95	2.88	2.65	2.95	2.88	3.96
RCAN2	4.45	4.45	4.16	4.16	4.45	4.16	6.75	4.45	4.16	3.96
RCAN3	0.54	0.54	0.34	0.34	0.54	0.34	0.88	0.54	0.34	1.01
RCBTB1	2.61	2.61	3	3	2.61	3	3.47	2.61	3	2.78
RCBTB2	0.99	0.99	1.82	1.82	0.99	1.82	2.45	0.99	1.82	2.27
RCC1	1.67	1.67	2.72	2.72	1.67	2.72	1.57	1.67	2.72	1.73
RCC2	4.75	4.75	4.68	4.68	4.75	4.68	4.26	4.75	4.68	5.25
RCCD1	0.19	0.19	0.85	0.85	0.19	0.85	0.81	0.19	0.85	0.97
RCE1	2.8	2.8	2.32	2.32	2.8	2.32	2.36	2.8	2.32	2.75
RCHY1	0.83	0.83	0.65	0.65	0.83	0.65	1.17	0.83	0.65	0.5
RCL1	1.9	1.9	2.33	2.33	1.9	2.33	1.88	1.9	2.33	1.13
RCN1	5.18	5.18	5.09	5.09	5.18	5.09	4.81	5.18	5.09	5.05
RCN2	3.18	3.18	3.2	3.2	3.18	3.2	2.97	3.18	3.2	2.69
RCN3	6.45	6.45	5.56	5.56	6.45	5.56	5.81	6.45	5.56	6.32
RCOR1	3.22	3.22	2.81	2.81	3.22	2.81	2.87	3.22	2.81	3.34
RCOR2	0	0	0	0	0	0	0	0	0	0
RCOR3	5.35	5.35	4.63	4.63	5.35	4.63	4.66	5.35	4.63	4.67
RCSD1	2.61	2.61	1.91	1.91	2.61	1.91	2.44	2.61	1.91	2.09
RCVRN	0	0	0	0	0	0	0	0	0	0
RD3	0	0	0	0	0	0	0	0	0	0
RD3L	0	0	0	0	0	0	0	0	0	0
RDH10	4.01	4.01	3.5	3.5	4.01	3.5	2.55	4.01	3.5	3.38
RDH11	3.71	3.71	4.15	4.15	3.71	4.15	4.5	3.71	4.15	4.38
RDH12	0	0	0	0	0	0	0	0	0	0
RDH13	2.12	2.12	1.97	1.97	2.12	1.97	1.38	2.12	1.97	1.3
RDH14	1.69	1.69	1.86	1.86	1.69	1.86	1.65	1.69	1.86	1.28
RDH16	0	0	0	0	0	0	0	0	0	0
RDH5	0.38	0.38	4.04	4.04	0.38	4.04	2.16	0.38	4.04	2.25
RDH8	0	0	0	0	0	0	0	0	0	0
RDM1	0	0	0	0	0	0	0	0	0	0
RDX	4.28	4.28	4.65	4.65	4.28	4.65	5.16	4.28	4.65	4.48
REC8	1.74	1.74	0.51	0.51	1.74	0.51	0.36	1.74	0.51	1.32
RECK	4.47	4.47	4.85	4.85	4.47	4.85	4.95	4.47	4.85	3.87
RECQL	2.73	2.73	2.94	2.94	2.73	2.94	3.31	2.73	2.94	2.94
RECQL4	1.23	1.23	1.15	1.15	1.23	1.15	1.51	1.23	1.15	2.02
RECQL5	4.26	4.26	3.83	3.83	4.26	3.83	3.71	4.26	3.83	4.21
REEP1	0.75	0.75	0.14	0.14	0.75	0.14	2.8	0.75	0.14	0.27
REEP2	2.34	2.34	1.61	1.61	2.34	1.61	0.88	2.34	1.61	1.2
REEP3	5.19	5.19	4.67	4.67	5.19	4.67	4.77	5.19	4.67	4.73
REEP4	2.56	2.56	2.81	2.81	2.56	2.81	2.24	2.56	2.81	3.28
REEP5	3.73	3.73	3.75	3.75	3.73	3.75	3.9	3.73	3.75	3.56
REEP6	0.04	0.04	0.03	0.03	0.04	0.03	0	0.04	0.03	0.27
REG1A	0	0	0	0	0	0	0	0	0	0
REG1B	0	0	0	0	0	0	0	0	0	0
REG3A	0	0	0	0	0	0	0	0	0	0
REG3G	0	0	0	0	0	0	0	0	0	0
REG4	0	0	0	0	0	0	0	0	0	0
REL	2.41	2.41	2.64	2.64	2.41	2.64	2.45	2.41	2.64	4.55
RELA	6.35	6.35	6.01	6.01	6.35	6.01	5.85	6.35	6.01	5.77
RELB	3.53	3.53	3.11	3.11	3.53	3.11	3.05	3.53	3.11	4.42
RELL1	1.86	1.86	1.94	1.94	1.86	1.94	1.79	1.86	1.94	1.5
RELL2	1.44	1.44	1.04	1.04	1.44	1.04	0.14	1.44	1.04	1.81
RELN	2.77	2.77	0.01	0.01	2.77	0.01	1.4	2.77	0.01	0.11
RELT	0.28	0.28	0	0	0.28	0	0	0.28	0	1.24
REM1	0	0	0.31	0.31	0	0.31	2.17	0	0.31	0.79
REM2	0	0	0	0	0	0	0	0	0	0
REN	0	0	0	0	0	0	0	0	0	0
RENBP	2.08	2.08	3.37	3.37	2.08	3.37	2.79	2.08	3.37	3.12
REP15	0	0	0	0	0	0	0	0	0	0
REPIN1	7.79	7.79	8.12	8.12	7.79	8.12	7.29	7.79	8.12	7.37
REPS1	4.53	4.53	3.98	3.98	4.53	3.98	4.42	4.53	3.98	4.26
REPS2	2.08	2.08	2.15	2.15	2.08	2.15	3.26	2.08	2.15	2.87
RER1	3.97	3.97	3.88	3.88	3.97	3.88	3.57	3.97	3.88	3.87
RERE	5.84	5.84	5.53	5.53	5.84	5.53	5.32	5.84	5.53	5.06
RERG	5.62	5.62	6.12	6.12	5.62	6.12	7.61	5.62	6.12	5.8
RERG-AS1	0	0	0	0	0	0	0	0	0	0
RERG-IT1	0	0	0	0	0	0	0	0	0	0
RERGL	0.5	0.5	0.79	0.79	0.5	0.79	4.46	0.5	0.79	0
RESP18	0	0	0	0	0	0	0	0	0	0
REST	6.46	6.46	6.34	6.34	6.46	6.34	6.73	6.46	6.34	6.17
RET	0	0	0	0	0	0	0	0	0	0
RETN	0	0	0	0	0	0	0	0	0	0
RETNLB	0	0	0	0	0	0	0	0	0	0
RETSAT	4.3	4.3	7.31	7.31	4.3	7.31	4.4	4.3	7.31	5.52
REV1	2.71	2.71	2.49	2.49	2.71	2.49	3.11	2.71	2.49	2.58
REV3L	7.11	7.11	6.03	6.03	7.11	6.03	5.51	7.11	6.03	5.24
REV3L-IT1	0	0	0	0	0	0	0	0	0	0
REXO1	4.23	4.23	4.07	4.07	4.23	4.07	3.72	4.23	4.07	3.83
REXO1L1	0	0	0	0	0	0	0	0	0	0
REXO2	2.98	2.98	3.37	3.37	2.98	3.37	3.54	2.98	3.37	2.91
REXO4	1.46	1.46	1.62	1.62	1.46	1.62	1.64	1.46	1.62	1.36
RFC1	3.82	3.82	3.89	3.89	3.82	3.89	4.07	3.82	3.89	3.31
RFC2	2.44	2.44	2.15	2.15	2.44	2.15	2.16	2.44	2.15	2.13
RFC3	2.33	2.33	2.54	2.54	2.33	2.54	2.8	2.33	2.54	2.64
RFC4	0.43	0.43	0.24	0.24	0.43	0.24	0.82	0.43	0.24	0.59
RFC5	1.69	1.69	1.84	1.84	1.69	1.84	2.51	1.69	1.84	1.65
RFESD	0	0	0	0	0	0	0	0	0	0
RFFL	3.58	3.58	3.28	3.28	3.58	3.28	3.48	3.58	3.28	3.23
RFK	3.78	3.78	3.68	3.68	3.78	3.68	4.28	3.78	3.68	3.74
RFNG	5.95	5.95	5.52	5.52	5.95	5.52	5.33	5.95	5.52	5.35
RFPL1	0	0	0	0	0	0	0	0	0	0
RFPL1S	0	0	0	0	0	0	0	0	0	0
RFPL2	0	0	0	0	0	0	0	0	0	0
RFPL3	0	0	0	0	0	0	0	0	0	0
RFPL3S	0	0	0	0	0	0	0	0	0	0
RFPL4A	0	0	0	0	0	0	0	0	0	0
RFPL4AL1	0	0	0	0	0	0	0	0	0	0
RFPL4B	0	0	0	0	0	0	0	0	0	0
RFT1	1.19	1.19	0.89	0.89	1.19	0.89	0.74	1.19	0.89	0.61
RFTN1	2.93	2.93	3.51	3.51	2.93	3.51	3.75	2.93	3.51	3.49
RFTN2	0.24	0.24	1.03	1.03	0.24	1.03	1.68	0.24	1.03	1.02
RFWD2	3.25	3.25	3.32	3.32	3.25	3.32	3.3	3.25	3.32	3.27
RFWD3	1.54	1.54	1.4	1.4	1.54	1.4	1.51	1.54	1.4	1.3
RFX1	2.73	2.73	2.94	2.94	2.73	2.94	3.19	2.73	2.94	2.77
RFX2	2.99	2.99	2.41	2.41	2.99	2.41	3.24	2.99	2.41	3.14
RFX3	2.7	2.7	2.72	2.72	2.7	2.72	2.98	2.7	2.72	2.48
RFX4	0	0	0	0	0	0	0	0	0	0
RFX5	2.27	2.27	2.72	2.72	2.27	2.72	2.78	2.27	2.72	3.08
RFX6	0	0	0	0	0	0	0	0	0	0
RFX7	4.02	4.02	2.05	2.05	4.02	2.05	2.61	4.02	2.05	2.87
RFX8	1.72	1.72	0	0	1.72	0	0.13	1.72	0	0
RFXANK	2.12	2.12	2.24	2.24	2.12	2.24	2.21	2.12	2.24	2.17
RFXAP	0.7	0.7	0.57	0.57	0.7	0.57	1.49	0.7	0.57	0.75
RGAG1	0	0	0	0	0	0	0	0	0	0
RGAG4	1.9	1.9	1.99	1.99	1.9	1.99	2.01	1.9	1.99	2.03
RGCC	6.9	6.9	4.32	4.32	6.9	4.32	3.82	6.9	4.32	5.82
RGL1	4.55	4.55	5.78	5.78	4.55	5.78	5.06	4.55	5.78	4.48
RGL2	3.34	3.34	3.66	3.66	3.34	3.66	4.12	3.34	3.66	3.52
RGL3	0.82	0.82	2.18	2.18	0.82	2.18	1.8	0.82	2.18	0.9
RGL4	0	0	0	0	0	0	0	0	0	0
RGMA	3.52	3.52	3.96	3.96	3.52	3.96	4.28	3.52	3.96	2.95
RGMB	2.52	2.52	1.74	1.74	2.52	1.74	2.28	2.52	1.74	1.61
RGMB-AS1	0	0	0	0	0	0	0	0	0	0
RGN	0	0	0	0	0	0	0	0	0	0
RGP1	1.85	1.85	2.33	2.33	1.85	2.33	2.12	1.85	2.33	1.4
RGPD1	0	0	0	0	0	0	0	0	0	0
RGPD2	0	0	0	0	0	0	0	0	0	0
RGPD3	0	0	0	0	0	0	0	0	0	0
RGPD4	0	0	0	0	0	0	0	0	0	0
RGPD5	0	0	0	0	0	0	0	0	0	0
RGPD6	0	0	0	0	0	0	0	0	0	0
RGPD8	0.85	0.85	0	0	0.85	0	0	0.85	0	0.01
RGR	0	0	0	0	0	0	0	0	0	0
RGS1	0.57	0.57	2.81	2.81	0.57	2.81	0	0.57	2.81	6.16
RGS10	2.52	2.52	2.3	2.3	2.52	2.3	2.57	2.52	2.3	2.88
RGS11	0.6	0.6	3.49	3.49	0.6	3.49	3.08	0.6	3.49	0.96
RGS12	4.08	4.08	4.36	4.36	4.08	4.36	4.3	4.08	4.36	5.29
RGS13	0.62	0.62	0	0	0.62	0	0.18	0.62	0	0
RGS14	2.27	2.27	3.39	3.39	2.27	3.39	2.14	2.27	3.39	3.05
RGS16	2.26	2.26	0	0	2.26	0	1.07	2.26	0	3.41
RGS17	0	0	0	0	0	0	0	0	0	0
RGS18	0	0	0	0	0	0	0	0	0	0
RGS19	0.08	0.08	2.09	2.09	0.08	2.09	0.92	0.08	2.09	2.09
RGS2	2.75	2.75	2.83	2.83	2.75	2.83	0.86	2.75	2.83	5.52
RGS20	0	0	0	0	0	0	0	0	0	0
RGS21	0	0	0	0	0	0	0	0	0	0
RGS22	1.88	1.88	0	0	1.88	0	0.2	1.88	0	1.12
RGS3	3.23	3.23	3.41	3.41	3.23	3.41	3.65	3.23	3.41	3.87
RGS4	0	0	0	0	0	0	0	0	0	0.51
RGS5	2.87	2.87	5.15	5.15	2.87	5.15	6.46	2.87	5.15	4.73
RGS6	0	0	1.82	1.82	0	1.82	2.94	0	1.82	0.33
RGS7	0	0	0	0	0	0	0	0	0	0
RGS7BP	0	0	0	0	0	0	1.22	0	0	0
RGS8	0	0	0	0	0	0	0	0	0	0
RGS9	0	0	0	0	0	0	0	0	0	0
RGS9BP	0	0	0	0	0	0	0	0	0	0
RGSL1	0	0	0	0	0	0	0	0	0	0
RHAG	0	0	0	0	0	0	0	0	0	0
RHBDD1	1.5	1.5	1.95	1.95	1.5	1.95	2.03	1.5	1.95	1.95
RHBDD2	4.87	4.87	4.09	4.09	4.87	4.09	3.82	4.87	4.09	4.38
RHBDD3	3.23	3.23	2.95	2.95	3.23	2.95	2.26	3.23	2.95	2.89
RHBDF1	5.98	5.98	5.06	5.06	5.98	5.06	4.93	5.98	5.06	5.17
RHBDF2	4.25	4.25	4.54	4.54	4.25	4.54	2.18	4.25	4.54	4.28
RHBDL1	0.02	0.02	0	0	0.02	0	0	0.02	0	0
RHBDL2	0	0	0	0	0	0	0	0	0	0
RHBDL3	0	0	0	0	0	0	0	0	0	0
RHBG	0	0	0	0	0	0	0	0	0	0
RHCE	0	0	0	0	0	0	0	0	0	0
RHCG	4.64	4.64	1.43	1.43	4.64	1.43	0	4.64	1.43	0.43
RHD	0	0	0	0	0	0	0	0	0	0
RHEB	4.27	4.27	3.92	3.92	4.27	3.92	3.59	4.27	3.92	4.09
RHEBL1	0	0	0	0	0	0	0	0	0	0
RHNO1	0	0	0	0	0	0	0.22	0	0	0.62
RHO	0	0	0	0	0	0	0	0	0	0
RHOA	8.76	8.76	9	9	8.76	9	9.23	8.76	9	8.92
RHOA-IT1	0	0	0	0	0	0	0	0	0	0
RHOB	8.22	8.22	8.4	8.4	8.22	8.4	8.5	8.22	8.4	8.67
RHOBTB1	2.59	2.59	1.63	1.63	2.59	1.63	2.03	2.59	1.63	2.48
RHOBTB2	4.05	4.05	2.04	2.04	4.05	2.04	2.67	4.05	2.04	2.48
RHOBTB3	4.66	4.66	4.5	4.5	4.66	4.5	4.3	4.66	4.5	3.8
RHOC	5.1	5.1	4.71	4.71	5.1	4.71	5.12	5.1	4.71	5.11
RHOD	0	0	0.45	0.45	0	0.45	0	0	0.45	0.22
RHOF	0	0	0	0	0	0	0	0	0	0
RHOG	5.05	5.05	5.65	5.65	5.05	5.65	4.8	5.05	5.65	5.69
RHOH	1.47	1.47	2.27	2.27	1.47	2.27	1.16	1.47	2.27	2.86
RHOJ	5.09	5.09	4.53	4.53	5.09	4.53	5.87	5.09	4.53	4.81
RHOQ	6.06	6.06	6.72	6.72	6.06	6.72	5.86	6.06	6.72	6.08
RHOT1	2.96	2.96	3.13	3.13	2.96	3.13	3.4	2.96	3.13	3.11
RHOT2	6.36	6.36	5.92	5.92	6.36	5.92	5.81	6.36	5.92	6.2
RHOU	3.21	3.21	3.3	3.3	3.21	3.3	3.38	3.21	3.3	3.67
RHOV	0.88	0.88	0	0	0.88	0	0	0.88	0	0
RHOXF1	0	0	0	0	0	0	0	0	0	0
RHOXF2	0	0	0	0	0	0	0	0	0	0
RHOXF2B	0	0	0	0	0	0	0	0	0	0
RHPN1	1.54	1.54	1.24	1.24	1.54	1.24	0.95	1.54	1.24	1.67
RHPN1-AS1	0	0	0	0	0	0	0	0	0	0
RHPN2	0.04	0.04	0	0	0.04	0	0	0.04	0	0
RIBC1	0	0	0	0	0	0	0	0	0	0
RIBC2	0	0	0	0	0	0	0	0	0	0
RIC3	0.7	0.7	0.23	0.23	0.7	0.23	0.62	0.7	0.23	0
RIC8A	3.45	3.45	3.37	3.37	3.45	3.37	3.37	3.45	3.37	3.23
RIC8B	1.27	1.27	1.97	1.97	1.27	1.97	2.39	1.27	1.97	1.65
RICTOR	3.88	3.88	3.23	3.23	3.88	3.23	3.4	3.88	3.23	3.24
RIF1	4.17	4.17	3.58	3.58	4.17	3.58	3.81	4.17	3.58	3.35
RIIAD1	0	0	0	0	0	0	0	0	0	0
RILP	0.37	0.37	1.41	1.41	0.37	1.41	0.51	0.37	1.41	1.24
RILPL1	0.05	0.05	0	0	0.05	0	0.12	0.05	0	0
RIMBP2	0	0	0	0	0	0	0	0	0	0
RIMBP3	0	0	0	0	0	0	0	0	0	0
RIMBP3B	0	0	0	0	0	0	0	0	0	0
RIMBP3C	0	0	0	0	0	0	0	0	0	0
RIMKLA	0	0	0	0	0	0	0	0	0	0
RIMKLB	3.1	3.1	2.87	2.87	3.1	2.87	3.6	3.1	2.87	3.12
RIMS1	1.67	1.67	0	0	1.67	0	1.15	1.67	0	1.32
RIMS2	0	0	0	0	0	0	0	0	0	0
RIMS3	0	0	0	0	0	0	1.15	0	0	0.83
RIMS4	0.17	0.17	0.36	0.36	0.17	0.36	1.07	0.17	0.36	0
RIN1	2.03	2.03	1.41	1.41	2.03	1.41	0.61	2.03	1.41	1.39
RIN2	4.39	4.39	4.06	4.06	4.39	4.06	3.76	4.39	4.06	3.79
RIN3	3.53	3.53	4.1	4.1	3.53	4.1	3.41	3.53	4.1	4.53
RING1	3.44	3.44	3.82	3.82	3.44	3.82	3.93	3.44	3.82	3.7
RINL	0.14	0.14	1.07	1.07	0.14	1.07	1.02	0.14	1.07	0.85
RINT1	2.96	2.96	1.65	1.65	2.96	1.65	1.87	2.96	1.65	1.76
RIOK1	4.1	4.1	4.42	4.42	4.1	4.42	4.38	4.1	4.42	4.3
RIOK2	4.49	4.49	4.61	4.61	4.49	4.61	4.81	4.49	4.61	4.2
RIOK3	6.03	6.03	5.02	5.02	6.03	5.02	4.83	6.03	5.02	5.06
RIPK1	4.17	4.17	3.66	3.66	4.17	3.66	3.87	4.17	3.66	3.73
RIPK2	3.92	3.92	3.35	3.35	3.92	3.35	3.49	3.92	3.35	4.23
RIPK3	2.93	2.93	3.31	3.31	2.93	3.31	3.76	2.93	3.31	3.53
RIPK4	0	0	0	0	0	0	0	0	0	0
RIPPLY1	0	0	0	0	0	0	0	0	0	0
RIPPLY2	0	0	0	0	0	0	0	0	0	0
RIPPLY3	0	0	0	0	0	0	0	0	0	0
RIT1	4.86	4.86	5.33	5.33	4.86	5.33	5.53	4.86	5.33	5.34
RIT2	0	0	0	0	0	0	0	0	0	0
RLBP1	0	0	0	0	0	0	0	0	0	0
RLF	3.14	3.14	2.58	2.58	3.14	2.58	2.68	3.14	2.58	2.98
RLIM	5.26	5.26	5.24	5.24	5.26	5.24	5.03	5.26	5.24	5.24
RLN1	0	0	0	0	0	0	0	0	0	0
RLN2	0	0	0	0	0	0	0	0	0	0
RLN3	0	0	0	0	0	0	0	0	0	0
RLTPR	0.66	0.66	0.22	0.22	0.66	0.22	0	0.66	0.22	1.47
RMDN1	2.72	2.72	2.65	2.65	2.72	2.65	2.9	2.72	2.65	2.93
RMDN2	0	0	0	0	0	0	0	0	0	0
RMDN2-AS1	0	0	0	0	0	0	0	0	0	0
RMDN3	3.23	3.23	3.3	3.3	3.23	3.3	2.72	3.23	3.3	3.32
RMI1	4.1	4.1	3.84	3.84	4.1	3.84	4.12	4.1	3.84	4.11
RMI2	0	0	0	0	0	0	0	0	0	0.19
RMND1	3.18	3.18	3.52	3.52	3.18	3.52	4.22	3.18	3.52	3.27
RMND5A	4.73	4.73	5.36	5.36	4.73	5.36	5.35	4.73	5.36	4.6
RMND5B	3.15	3.15	3.65	3.65	3.15	3.65	3.69	3.15	3.65	3.22
RMRP	0.55	0.55	0	0	0.55	0	0	0.55	0	0
RMST	0	0	0	0	0	0	0	0	0	0
RN7SL1	3.16	3.16	3.09	3.09	3.16	3.09	2.49	3.16	3.09	2.5
RN7SL832P	0	0	0	0	0	0	0	0	0	0
RNASE1	7.38	7.38	8.98	8.98	7.38	8.98	8.38	7.38	8.98	7.98
RNASE10	0	0	0	0	0	0	0	0	0	0
RNASE11	0	0	0	0	0	0	0	0	0	0
RNASE12	0	0	0	0	0	0	0	0	0	0
RNASE13	0	0	0	0	0	0	0	0	0	0
RNASE2	0	0	1.86	1.86	0	1.86	0	0	1.86	0.67
RNASE3	0	0	0	0	0	0	0	0	0	0
RNASE4	5.73	5.73	5.94	5.94	5.73	5.94	5.64	5.73	5.94	5.03
RNASE6	2.06	2.06	4.65	4.65	2.06	4.65	3.17	2.06	4.65	4.43
RNASE7	0	0	0	0	0	0	0	0	0	0
RNASE8	0	0	0	0	0	0	0	0	0	0
RNASE9	0	0	0	0	0	0	0	0	0	0
RNASEH1	1.05	1.05	0.89	0.89	1.05	0.89	0.89	1.05	0.89	0.76
RNASEH2A	1	1	1.11	1.11	1	1.11	2.06	1	1.11	1.92
RNASEH2B	3.58	3.58	3.43	3.43	3.58	3.43	3.74	3.58	3.43	3.82
RNASEH2B-AS1	0	0	0	0	0	0	0	0	0	0
RNASEH2C	2.04	2.04	2.9	2.9	2.04	2.9	2.9	2.04	2.9	2.48
RNASEK	0.11	0.11	0	0	0.11	0	0	0.11	0	0
RNASEL	2.49	2.49	2.67	2.67	2.49	2.67	2.82	2.49	2.67	2.15
RNASET2	2.93	2.93	2.56	2.56	2.93	2.56	1.91	2.93	2.56	4.88
RND1	0	0	0	0	0	0	0	0	0	1.11
RND2	0	0	0	0	0	0	1.23	0	0	0
RND3	5.47	5.47	5.24	5.24	5.47	5.24	4.61	5.47	5.24	6.34
RNF10	6.08	6.08	6.14	6.14	6.08	6.14	6.08	6.08	6.14	5.66
RNF103	2.37	2.37	1.62	1.62	2.37	1.62	1.83	2.37	1.62	1.27
RNF11	4.79	4.79	4.69	4.69	4.79	4.69	4.92	4.79	4.69	4.44
RNF111	4.51	4.51	4.4	4.4	4.51	4.4	4.48	4.51	4.4	4.64
RNF112	0.51	0.51	0	0	0.51	0	0.13	0.51	0	0
RNF113A	1.26	1.26	0.96	0.96	1.26	0.96	0.64	1.26	0.96	0.65
RNF113B	0	0	0	0	0	0	0	0	0	0
RNF114	4.33	4.33	4.03	4.03	4.33	4.03	4.11	4.33	4.03	4.1
RNF115	4.72	4.72	3.98	3.98	4.72	3.98	4.46	4.72	3.98	3.82
RNF121	0.82	0.82	0.48	0.48	0.82	0.48	0.41	0.82	0.48	0.36
RNF122	2.65	2.65	2.92	2.92	2.65	2.92	2.58	2.65	2.92	5.22
RNF123	2.76	2.76	3.39	3.39	2.76	3.39	2.92	2.76	3.39	2.95
RNF125	2.08	2.08	2.45	2.45	2.08	2.45	3.14	2.08	2.45	2.16
